entrez_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome
480,A_24_P307626,477,ATP1A4,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",480.0,1
481,A_32_P4647,478,ATP1B1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",481.0,1
482,A_24_P31275,479,ATP1B2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",482.0,17
483,A_23_P68007,480,ATP1B3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",483.0,3
486,A_23_P161769,483,FXYD2,FXYD domain containing ion transport regulator 2,486.0,11
487,CUST_4597_PI416261804,484,ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",487.0,16
488,A_24_P73290,485,ATP2A2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",488.0,12
489,A_23_P207632,486,ATP2A3,"ATPase, Ca++ transporting, ubiquitous",489.0,17
490,CUST_1382_PI416379584,487,ATP2B1,"ATPase, Ca++ transporting, plasma membrane 1",490.0,12
491,A_23_P18152,488,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",491.0,3
492,A_23_P22723,489,ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",492.0,X
493,A_24_P405205,490,ATP2B4,"ATPase, Ca++ transporting, plasma membrane 4",493.0,1
495,A_23_P430728,492,ATP4A,"ATPase, H+/K+ exchanging, alpha polypeptide",495.0,19
496,CUST_7604_PI416261804,493,ATP4B,"ATPase, H+/K+ exchanging, beta polypeptide",496.0,13
498,A_24_P245358,495,ATP5A1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",498.0,18
501,A_23_P70231,498,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",501.0,5
506,A_23_P33216,503,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",506.0,12
509,CUST_5537_PI416261804,506,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",509.0,10
513,A_24_P168456,510,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",513.0,19
514,A_23_P252322,511,ATP5E,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",514.0,20
515,A_23_P46275,512,ATP5F1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",515.0,1
516,A_23_P164228,513,ATP5G1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)",516.0,17
517,A_23_P87616,514,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",517.0,12
518,A_23_P56680,515,ATP5G3,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)",518.0,2
521,A_24_P302998,518,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E",521.0,4
522,A_23_P154832,519,ATP5J,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6",522.0,21
523,A_24_P396994,520,ATP6V1A,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",523.0,3
525,CUST_8586_PI416261804,522,ATP6V1B1,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1",525.0,2
526,A_23_P31844,523,ATP6V1B2,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2",526.0,8
527,A_23_P54816,524,ATP6V0C,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",527.0,16
528,A_23_P146058,525,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1",528.0,8
529,CUST_5187_PI416261804,526,ATP6V1E1,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1",529.0,22
533,A_23_P137814,530,ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b",533.0,1
534,A_23_P500410,531,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2",534.0,6
535,A_24_P333733,532,ATP6V0A1,"ATPase, H+ transporting, lysosomal V0 subunit a1",535.0,17
537,A_23_P250462,534,ATP6AP1,"ATPase, H+ transporting, lysosomal accessory protein 1",537.0,X
538,A_23_P217737,535,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",538.0,X
539,A_23_P143474,536,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",539.0,21
540,A_23_P205228,537,ATP7B,"ATPase, Cu++ transporting, beta polypeptide",540.0,13
545,A_23_P136058,542,ATR,ataxia telangiectasia and Rad3 related,545.0,3
546,CUST_100_PI416408490,543,ATRX,alpha thalassemia/mental retardation syndrome X-linked,546.0,X
547,A_23_P395460,544,KIF1A,kinesin family member 1A,547.0,2
549,A_23_P20852,546,AUH,AU RNA binding protein/enoyl-CoA hydratase,549.0,9
550,A_23_P253421,547,AUP1,ancient ubiquitous protein 1,550.0,2
551,A_23_P109133,548,AVP,arginine vasopressin,551.0,20
552,A_23_P25246,549,AVPR1A,arginine vasopressin receptor 1A,552.0,12
553,CUST_103_PI416408490,550,AVPR1B,arginine vasopressin receptor 1B,553.0,1
554,CUST_13626_PI416261804,551,AVPR2,arginine vasopressin receptor 2,554.0,X
558,A_23_P208389,555,AXL,AXL receptor tyrosine kinase,558.0,19
563,A_23_P71268,560,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",563.0,7
566,A_23_P153741,563,AZU1,azurocidin 1,566.0,19
567,A_23_P37441,564,B2M,beta-2-microglobulin,567.0,15
570,CUST_11370_PI416261804,567,BAAT,bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase),570.0,9
571,A_23_P211047,568,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",571.0,21
572,A_23_P150207,569,BAD,BCL2-associated agonist of cell death,572.0,11
573,A_23_P146654,570,BAG1,BCL2-associated athanogene,573.0,9
574,A_23_P388331,571,BAGE,B melanoma antigen,574.0,21
575,A_23_P125056,572,BAI1,brain-specific angiogenesis inhibitor 1,575.0,8
576,A_23_P149019,573,BAI2,brain-specific angiogenesis inhibitor 2,576.0,1
577,A_23_P252556,574,BAI3,brain-specific angiogenesis inhibitor 3,577.0,6
578,A_23_P145357,575,BAK1,BCL2-antagonist/killer 1,578.0,6
579,CUST_1084_PI416261804,576,NKX3-2,NK3 homeobox 2,579.0,4
580,A_23_P67771,577,BARD1,BRCA1 associated RING domain 1,580.0,2
581,A_23_P346309,578,BAX,BCL2-associated X protein,581.0,19
582,A_23_P150267,579,BBS1,Bardet-Biedl syndrome 1,582.0,11
583,A_23_P106835,580,BBS2,Bardet-Biedl syndrome 2,583.0,16
585,A_23_P99967,582,BBS4,Bardet-Biedl syndrome 4,585.0,15
586,A_24_P935986,583,BCAT1,"branched chain amino-acid transaminase 1, cytosolic",586.0,12
587,A_23_P101551,584,BCAT2,"branched chain amino-acid transaminase 2, mitochondrial",587.0,19
590,A_23_P212050,587,BCHE,butyrylcholinesterase,590.0,3
593,A_23_P67188,590,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide",593.0,19
594,A_23_P93464,591,BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide",594.0,6
595,A_24_P124550,592,CCND1,cyclin D1,595.0,11
596,A_23_P352266,593,BCL2,B-cell CLL/lymphoma 2,596.0,18
597,CUST_14961_PI416261804,594,BCL2A1,BCL2-related protein A1,597.0,15
598,A_23_P210886,595,BCL2L1,BCL2-like 1,598.0,20
599,A_23_P418373,596,BCL2L2,BCL2-like 2,599.0,14
602,A_23_P4662,599,BCL3,B-cell CLL/lymphoma 3,602.0,19
604,A_23_P57856,601,BCL6,B-cell CLL/lymphoma 6,604.0,3
605,A_24_P203056,602,BCL7A,B-cell CLL/lymphoma 7A,605.0,12
607,A_23_P382602,604,BCL9,B-cell CLL/lymphoma 9,607.0,1
608,A_23_P37736,605,TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608.0,16
610,A_23_P342612,607,HCN2,hyperpolarization activated cyclic nucleotide-gated potassium channel 2,610.0,19
611,A_23_P419156,608,OPN1SW,"opsin 1 (cone pigments), short-wave-sensitive",611.0,7
613,A_24_P873764,610,BCR,breakpoint cluster region,613.0,22
617,A_23_P154086,614,BCS1L,BCS1-like (S. cerevisiae),617.0,2
622,A_23_P29754,619,BDH1,"3-hydroxybutyrate dehydrogenase, type 1",622.0,3
623,A_23_P128744,620,BDKRB1,bradykinin receptor B1,623.0,14
624,A_23_P304897,621,BDKRB2,bradykinin receptor B2,624.0,14
627,A_23_P127891,624,BDNF,brain-derived neurotrophic factor,627.0,11
629,A_23_P156687,626,CFB,complement factor B,629.0,6
631,A_23_P109171,628,BFSP1,"beaded filament structural protein 1, filensin",631.0,20
632,A_24_P336551,629,BGLAP,bone gamma-carboxyglutamate (gla) protein,632.0,1
633,A_23_P34126,630,BGN,biglycan,633.0,X
634,A_24_P382319,631,CEACAM1,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),634.0,19
635,A_23_P81581,632,BHMT,betaine--homocysteine S-methyltransferase,635.0,5
636,A_23_P128304,633,BICD1,bicaudal D homolog 1 (Drosophila),636.0,12
637,A_24_P187948,634,BID,BH3 interacting domain death agonist,637.0,22
638,CUST_7293_PI416261804,635,BIK,BCL2-interacting killer (apoptosis-inducing),638.0,22
639,A_23_P350451,636,PRDM1,"PR domain containing 1, with ZNF domain",639.0,6
640,CUST_13992_PI416261804,637,BLK,B lymphoid tyrosine kinase,640.0,8
641,A_23_P88630,638,BLM,"Bloom syndrome, RecQ helicase-like",641.0,15
642,A_23_P141606,639,BLMH,bleomycin hydrolase,642.0,17
643,A_23_P203215,640,CXCR5,chemokine (C-X-C motif) receptor 5,643.0,11
644,A_23_P71148,641,BLVRA,biliverdin reductase A,644.0,7
645,A_23_P153351,642,BLVRB,biliverdin reductase B (flavin reductase (NADPH)),645.0,19
646,CUST_2193_PI416261804,643,BNC1,basonuclin 1,646.0,15
648,A_23_P115732,644,BMI1,BMI1 polycomb ring finger oncogene,648.0,10
649,A_24_P389409,645,BMP1,bone morphogenetic protein 1,649.0,8
650,CUST_16974_PI416261804,646,BMP2,bone morphogenetic protein 2,650.0,20
651,CUST_11106_PI416261804,647,BMP3,bone morphogenetic protein 3,651.0,4
652,A_23_P54144,648,BMP4,bone morphogenetic protein 4,652.0,14
653,CUST_48_PI416408490,649,BMP5,bone morphogenetic protein 5,653.0,6
654,A_23_P19624,650,BMP6,bone morphogenetic protein 6,654.0,6
655,A_23_P130642,651,BMP7,bone morphogenetic protein 7,655.0,20
656,A_23_P115118,652,BMP8B,bone morphogenetic protein 8b,656.0,1
657,A_23_P1431,653,BMPR1A,"bone morphogenetic protein receptor, type IA",657.0,10
658,A_32_P217901,654,BMPR1B,"bone morphogenetic protein receptor, type IB",658.0,4
659,A_23_P96144,655,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",659.0,2
660,A_23_P253602,656,BMX,BMX non-receptor tyrosine kinase,660.0,X
661,A_23_P95960,657,POLR3D,"polymerase (RNA) III (DNA directed) polypeptide D, 44kDa",661.0,8
662,A_23_P7655,658,BNIP1,BCL2/adenovirus E1B 19kDa interacting protein 1,662.0,5
663,CUST_1298_PI416573500,659,BNIP2,BCL2/adenovirus E1B 19kDa interacting protein 2,663.0,15
664,A_23_P138635,660,BNIP3,BCL2/adenovirus E1B 19kDa interacting protein 3,664.0,10
665,A_23_P134925,661,BNIP3L,BCL2/adenovirus E1B 19kDa interacting protein 3-like,665.0,8
666,A_23_P253029,662,BOK,BCL2-related ovarian killer,666.0,2
667,CUST_13125_PI416261804,663,DST,dystonin,667.0,6
668,A_23_P110052,664,FOXL2,forkhead box L2,668.0,3
669,A_23_P70843,665,BPGM,"2,3-bisphosphoglycerate mutase",669.0,7
670,A_23_P42087,666,BPHL,biphenyl hydrolase-like (serine hydrolase),670.0,6
671,A_23_P131789,667,BPI,bactericidal/permeability-increasing protein,671.0,20
672,A_23_P207400,668,BRCA1,"breast cancer 1, early onset",672.0,17
673,A_23_P42935,669,BRAF,v-raf murine sarcoma viral oncogene homolog B1,673.0,7
675,CUST_16210_PI416261804,671,BRCA2,"breast cancer 2, early onset",675.0,13
676,A_23_P136589,672,BRDT,"bromodomain, testis-specific",676.0,1
677,A_23_P99540,673,ZFP36L1,"zinc finger protein 36, C3H type-like 1",677.0,14
678,A_23_P101960,674,ZFP36L2,"zinc finger protein 36, C3H type-like 2",678.0,2
680,A_23_P33961,676,BRS3,bombesin-like receptor 3,680.0,X
682,A_24_P134266,678,BSG,basigin (Ok blood group),682.0,19
683,CUST_14605_PI416261804,679,BST1,bone marrow stromal cell antigen 1,683.0,4
684,A_23_P39465,680,BST2,bone marrow stromal cell antigen 2,684.0,19
685,A_23_P135722,681,BTC,betacellulin,685.0,4
686,CUST_10222_PI416261804,682,BTD,biotinidase,686.0,3
687,A_23_P415401,683,KLF9,Kruppel-like factor 9,687.0,9
688,A_24_P210406,684,KLF5,Kruppel-like factor 5 (intestinal),688.0,13
689,A_23_P213458,685,BTF3,basic transcription factor 3,689.0,5
690,A_23_P105900,686,BTF3P11,basic transcription factor 3 pseudogene 11,690.0,13
694,A_23_P87560,690,BTG1,"B-cell translocation gene 1, anti-proliferative",694.0,12
695,A_23_P137139,691,BTK,Bruton agammaglobulinemia tyrosine kinase,695.0,X
696,A_23_P7985,692,BTN1A1,"butyrophilin, subfamily 1, member A1",696.0,6
699,A_23_P124417,695,BUB1,budding uninhibited by benzimidazoles 1 homolog (yeast),699.0,2
701,CUST_12767_PI416261804,697,BUB1B,budding uninhibited by benzimidazoles 1 homolog beta (yeast),701.0,15
705,A_23_P145197,701,BYSL,bystin-like,705.0,6
706,A_24_P134526,702,TSPO,translocator protein (18kDa),706.0,22
708,CUST_62_PI417507815,704,C1QBP,"complement component 1, q subcomponent binding protein",708.0,17
710,CUST_15128_PI416261804,706,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",710.0,11
711,A_23_P18055,707,ERC2-IT1,ERC2 intronic transcript 1 (non-protein coding),711.0,3
712,A_24_P222655,708,C1QA,"complement component 1, q subcomponent, A chain",712.0,1
713,A_23_P137366,709,C1QB,"complement component 1, q subcomponent, B chain",713.0,1
714,A_23_P125977,710,C1QC,"complement component 1, q subcomponent, C chain",714.0,1
715,A_23_P125423,711,C1R,"complement component 1, r subcomponent",715.0,12
716,A_23_P2492,712,C1S,"complement component 1, s subcomponent",716.0,12
717,A_32_P162183,713,C2,complement component 2,717.0,6
718,A_23_P101407,714,C3,complement component 3,718.0,19
719,A_23_P2431,715,C3AR1,complement component 3a receptor 1,719.0,12
720,A_23_P42282,716,C4A,complement component 4A (Rodgers blood group),720.0,6
722,A_23_P97541,718,C4BPA,"complement component 4 binding protein, alpha",722.0,1
725,CUST_15582_PI416261804,721,C4BPB,"complement component 4 binding protein, beta",725.0,1
726,A_23_P105197,722,CAPN5,calpain 5,726.0,11
727,A_23_P71855,723,C5,complement component 5,727.0,9
728,A_23_P303058,724,C5AR1,complement component 5a receptor 1,728.0,19
729,A_23_P92928,725,C6,complement component 6,729.0,5
730,A_23_P213857,726,C7,complement component 7,730.0,5
731,A_23_P46639,727,C8A,"complement component 8, alpha polypeptide",731.0,1
732,A_23_P35252,728,C8B,"complement component 8, beta polypeptide",732.0,1
733,CUST_350_PI417507815,729,C8G,"complement component 8, gamma polypeptide",733.0,9
734,A_24_P261083,730,OSGIN2,oxidative stress induced growth inhibitor family member 2,734.0,8
735,A_32_P203917,731,C9,complement component 9,735.0,5
740,A_24_P201491,736,MRPL49,mitochondrial ribosomal protein L49,740.0,11
741,CUST_1334_PI416261804,737,ZNHIT2,"zinc finger, HIT-type containing 2",741.0,11
744,A_23_P52888,740,MPPED2,metallophosphoesterase domain containing 2,744.0,11
745,A_23_P75790,741,C11orf9,chromosome 11 open reading frame 9,745.0,11
746,A_23_P47527,742,C11orf10,chromosome 11 open reading frame 10,746.0,11
747,A_24_P115967,743,DAGLA,"diacylglycerol lipase, alpha",747.0,11
750,A_23_P344515,746,C16orf3,chromosome 16 open reading frame 3,750.0,16
752,CUST_1069_PI416261804,748,FMNL1,formin-like 1,752.0,17
753,A_24_P130363,749,C18orf1,chromosome 18 open reading frame 1,753.0,18
754,A_23_P109345,750,PTTG1IP,pituitary tumor-transforming 1 interacting protein,754.0,21
755,CUST_6217_PI416261804,751,C21orf2,chromosome 21 open reading frame 2,755.0,21
757,A_24_P305623,753,TMEM50B,transmembrane protein 50B,757.0,21
758,A_23_P146855,754,MPPED1,metallophosphoesterase domain containing 1,758.0,22
759,A_24_P23995,755,CA1,carbonic anhydrase I,759.0,8
760,A_23_P8913,756,CA2,carbonic anhydrase II,760.0,8
761,A_23_P20316,757,CA3,"carbonic anhydrase III, muscle specific",761.0,8
762,A_23_P4096,758,CA4,carbonic anhydrase IV,762.0,17
763,A_23_P95683,759,CA5A,"carbonic anhydrase VA, mitochondrial",763.0,16
765,A_23_P407905,761,CA6,carbonic anhydrase VI,765.0,1
766,A_23_P106656,762,CA7,carbonic anhydrase VII,766.0,16
767,A_23_P83838,763,CA8,carbonic anhydrase VIII,767.0,8
768,A_23_P157793,764,CA9,carbonic anhydrase IX,768.0,9
770,A_23_P78782,766,CA11,carbonic anhydrase XI,770.0,19
771,A_23_P372234,767,CA12,carbonic anhydrase XII,771.0,15
773,CUST_16843_PI416261804,769,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",773.0,19
774,A_32_P153773,770,CACNA1B,"calcium channel, voltage-dependent, N type, alpha 1B subunit",774.0,9
775,A_23_P373031,771,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",775.0,12
776,A_23_P365767,772,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit",776.0,3
777,A_23_P34554,773,CACNA1E,"calcium channel, voltage-dependent, R type, alpha 1E subunit",777.0,1
778,A_23_P148327,774,CACNA1F,"calcium channel, voltage-dependent, L type, alpha 1F subunit",778.0,X
779,A_23_P85765,775,CACNA1S,"calcium channel, voltage-dependent, L type, alpha 1S subunit",779.0,1
780,A_24_P123601,776,DDR1,discoidin domain receptor tyrosine kinase 1,780.0,6
781,A_23_P82379,777,CACNA2D1,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",781.0,7
782,A_23_P405754,778,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",782.0,17
783,A_32_P127501,779,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",783.0,10
784,A_23_P204016,780,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",784.0,12
785,CUST_13461_PI416261804,781,CACNB4,"calcium channel, voltage-dependent, beta 4 subunit",785.0,2
786,CUST_1392_PI416261804,782,CACNG1,"calcium channel, voltage-dependent, gamma subunit 1",786.0,17
788,A_23_P72025,784,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",788.0,3
790,A_23_P40049,786,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",790.0,2
793,A_23_P43197,789,CALB1,"calbindin 1, 28kDa",793.0,8
794,CUST_3975_PI416261804,790,CALB2,calbindin 2,794.0,16
795,A_23_P44996,791,S100G,S100 calcium binding protein G,795.0,X
796,CUST_12230_PI416261804,792,CALCA,calcitonin-related polypeptide alpha,796.0,11
797,CUST_10011_PI416261804,793,CALCB,calcitonin-related polypeptide beta,797.0,11
799,A_23_P134484,795,CALCR,calcitonin receptor,799.0,7
800,A_24_P921366,796,CALD1,caldesmon 1,800.0,7
801,A_32_P56415,797,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",801.0,14
805,A_23_P326170,801,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",805.0,2
808,A_23_P4944,804,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",808.0,19
810,A_23_P393080,806,CALML3,calmodulin-like 3,810.0,10
811,A_23_P67288,807,CALR,calreticulin,811.0,19
813,A_23_P122815,809,CALU,calumenin,813.0,7
814,A_23_P250347,810,CAMK4,calcium/calmodulin-dependent protein kinase IV,814.0,5
815,A_24_P380311,811,CAMK2A,calcium/calmodulin-dependent protein kinase II alpha,815.0,5
816,A_23_P42882,812,CAMK2B,calcium/calmodulin-dependent protein kinase II beta,816.0,7
817,A_24_P114739,813,CAMK2D,calcium/calmodulin-dependent protein kinase II delta,817.0,4
818,A_24_P141332,814,CAMK2G,calcium/calmodulin-dependent protein kinase II gamma,818.0,10
819,A_23_P213728,815,CAMLG,calcium modulating ligand,819.0,5
820,CUST_15563_PI416261804,816,CAMP,cathelicidin antimicrobial peptide,820.0,3
821,A_23_P147185,817,CANX,calnexin,821.0,5
822,A_23_P165636,818,CAPG,"capping protein (actin filament), gelsolin-like",822.0,2
823,A_23_P138835,819,CAPN1,"calpain 1, (mu/I) large subunit",823.0,11
824,A_23_P23924,820,CAPN2,"calpain 2, (m/II) large subunit",824.0,1
825,A_23_P218190,821,CAPN3,"calpain 3, (p94)",825.0,15
826,A_23_P67648,822,CAPNS1,"calpain, small subunit 1",826.0,19
827,A_23_P217570,823,CAPN6,calpain 6,827.0,X
828,A_23_P78958,824,CAPS,calcyphosine,828.0,19
829,A_24_P310894,825,CAPZA1,"capping protein (actin filament) muscle Z-line, alpha 1",829.0,1
830,A_23_P307940,826,CAPZA2,"capping protein (actin filament) muscle Z-line, alpha 2",830.0,7
831,A_23_P434352,827,CAST,calpastatin,831.0,5
832,A_23_P126752,828,CAPZB,"capping protein (actin filament) muscle Z-line, beta",832.0,1
833,A_24_P95439,829,CARS,cysteinyl-tRNA synthetase,833.0,11
834,CUST_49_PI416383280,830,CASP1,"caspase 1, apoptosis-related cysteine peptidase",834.0,11
835,A_24_P269398,831,CASP2,"caspase 2, apoptosis-related cysteine peptidase",835.0,7
836,A_23_P92410,832,CASP3,"caspase 3, apoptosis-related cysteine peptidase",836.0,4
837,A_23_P35906,833,CASP4,"caspase 4, apoptosis-related cysteine peptidase",837.0,11
838,A_23_P47304,834,CASP5,"caspase 5, apoptosis-related cysteine peptidase",838.0,11
839,A_23_P500799,835,CASP6,"caspase 6, apoptosis-related cysteine peptidase",839.0,4
840,A_23_P12572,836,CASP7,"caspase 7, apoptosis-related cysteine peptidase",840.0,10
841,A_23_P209389,837,CASP8,"caspase 8, apoptosis-related cysteine peptidase",841.0,2
842,A_24_P111342,838,CASP9,"caspase 9, apoptosis-related cysteine peptidase",842.0,1
843,A_23_P209408,839,CASP10,"caspase 10, apoptosis-related cysteine peptidase",843.0,2
844,A_23_P173,840,CASQ1,"calsequestrin 1 (fast-twitch, skeletal muscle)",844.0,1
845,CUST_12443_PI416261804,841,CASQ2,calsequestrin 2 (cardiac muscle),845.0,1
846,A_23_P29719,842,CASR,calcium-sensing receptor,846.0,3
847,A_23_P105138,843,CAT,catalase,847.0,11
857,A_23_P134454,853,CAV1,"caveolin 1, caveolae protein, 22kDa",857.0,7
858,CUST_15013_PI416261804,854,CAV2,caveolin 2,858.0,7
859,A_24_P251599,855,CAV3,caveolin 3,859.0,3
860,A_32_P161762,856,RUNX2,runt-related transcription factor 2,860.0,6
861,A_24_P96403,857,RUNX1,runt-related transcription factor 1,861.0,21
862,A_23_P216307,858,RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",862.0,8
863,A_23_P500741,859,CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",863.0,16
864,CUST_17090_PI416261804,860,RUNX3,runt-related transcription factor 3,864.0,1
865,A_23_P113634,861,CBFB,"core-binding factor, beta subunit",865.0,16
866,A_23_P117363,862,SERPINA6,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6",866.0,14
867,A_23_P339191,863,CBL,"Cbl proto-oncogene, E3 ubiquitin protein ligase",867.0,11
868,A_23_P212715,864,CBLB,"Cbl proto-oncogene, E3 ubiquitin protein ligase B",868.0,3
